Tx ID,Block Height,Output Index,Amount,Address,Spent,Lifespan (days),Reused,Creation Timestamp,Spent Block Height,Spent Timestamp
97ddfbbae6be97fd6cdf3e7ca13232a3afff2353e29badfab7f73011edd4ced9,0,0,50.0,Ler4HNAEfwYhBmGXcFP2Po1NpRUEiK8km2,False,,,2011-10-07 07:31:05,,
fa3906a4219078364372d0e2715f93e822edd0b47ce146c71ba7ba57179b50f6,1,0,50.0,LSdTvMHRm8sScqwCi6x9wzYQae8JeZhx6y,True,23.0,True,2011-10-08 06:29:19,22480.0,2011-11-01 01:59:50
c54357a1ff9f4e792198e75c01fc633acc6d093abd67ec1849596637c3457bf2,2,0,50.0,LeL16MDWU5jS3oeHHwEZRBTDExwPbNgcvy,True,19.0,True,2011-10-12 02:34:18,22480.0,2011-11-01 01:59:50
53c3bb21e53a8db09a09db48057f5c3f43d1bd55f70c2fbceb587ec859f68e7c,3,0,50.0,LYAj2j9pzSCNPBg9A4dbWUgmMiQDfrrY5N,True,54.0,True,2011-10-13 02:59:41,45504.0,2011-12-06 20:13:50
f5af18da8c3dd2f8ec8b448b08d01d901d3f7d67e0c650661bbae7b06b53a365,4,0,50.0,LKiiNMCKiGxfo1M5zqmHZQb5X1j3i69ZHX,True,54.0,True,2011-10-13 02:59:46,45450.0,2011-12-06 17:56:31
1bff30373f9ce238879f08e635163d02d624994eb852a20cf5fdf3a334a7525d,5,0,50.0,LadVH7kj2BYB68rVtPfCtjkstkrBPX8mBc,True,54.0,True,2011-10-13 02:59:51,45563.0,2011-12-06 22:57:28
cf9b1e1edc0d067b1ca5bb8616836a4c902f0b3108eeeb3cca87330299d04d55,6,0,50.0,LUUGnVxHgvUCAf8seLAto6pyGAFnwd7Twc,True,54.0,True,2011-10-13 02:59:56,45552.0,2011-12-06 22:37:31
5673343e2682bc7556d978870eb83f6bccfc001ed33797417f52b81aab4f538c,7,0,50.0,LVrzBqL1s1ysemTHHbi5yNSbC44TC9sScT,True,54.0,True,2011-10-13 03:00:01,45563.0,2011-12-06 22:57:28
b80279440e801a3866321f31d01fa93cf6fbff2dd2b262e27b1eb0d7ad54d823,8,0,50.0,LRXrRzM59Mf5SSKgyGDRLUBcYFZrieTi11,True,54.0,True,2011-10-13 03:00:06,45563.0,2011-12-06 22:57:28
786a070a794801e9db2dffcb243498e8427b589b9d013477f4165df83f014e0a,9,0,50.0,LQAUGe3GBjKAo1gU62bwDP9AnJtKbhwBoD,True,54.0,True,2011-10-13 03:00:16,45563.0,2011-12-06 22:57:28
f878e44fca8e6903712c61c6b508f99b4ac0762a07d6d79b3a9b7884ca0dfd59,10,0,50.0,LSDVpaCdGvgtJnHoSNmnT5CzgmDHAS7XGW,True,54.0,True,2011-10-13 03:00:31,45563.0,2011-12-06 22:57:28
fa262846ab1789cf993bc022b82ea1d527951e34fb55598df18561aad08b6159,11,0,50.0,LhSS7cu2WQRQkWDfcLLEEx1Fcf6FyEcXTq,True,54.0,True,2011-10-13 03:00:33,45530.0,2011-12-06 21:27:03
0a78cce90848d96a6dd91e355cb3866356fe79e388ca4512cee8c1e4ddb1e325,12,0,50.0,LSyaWXDYdAaHcefKVe8kXhTEowhbzXViCh,True,54.0,True,2011-10-13 03:00:37,45579.0,2011-12-06 23:38:34
5b8e22ef957f4d90f2b59afdd423ffef3b5b315d1fe294b2d3dddfe424040f59,13,0,50.0,LMUZF47ySkrJ1njBRdQDyPVKkicziiZdQd,True,54.0,True,2011-10-13 03:00:48,45563.0,2011-12-06 22:57:28
6be18374dc4397a498a13969250a402147901e25a6c716107f37e65671334afd,14,0,50.0,LZuhywK4FioMLegS3Qe7s2r3xyFky2XW71,True,18.0,True,2011-10-13 03:00:53,22480.0,2011-11-01 01:59:50
8004d204ba37001e007c97d0556c55fe856162be79e92993a21dbd92de9932ca,15,0,50.0,LVEJ2mbipcJtPVKr18AsbvyzXi126Lx2a8,True,54.0,True,2011-10-13 03:00:54,45450.0,2011-12-06 17:56:31
7de7167c858a0ac5c3fe862e9c3bf894fa6f345227b39120e73ae539c6effe01,16,0,50.0,LY613zYGyzbTnCQ5ojsgQL5htvUEX67VYB,True,54.0,True,2011-10-13 03:01:07,45563.0,2011-12-06 22:57:28
112a6129ecdd3e7bd2134a4efc8c4427a8368a477c7e266f24cc8d3ff90a0720,17,0,50.0,LQHR2neivWygAzzGEpkUPZLpo4dututnxd,True,54.0,True,2011-10-13 03:01:11,45563.0,2011-12-06 22:57:28
953e32f411c04e6c498f20548fdfea1e382de93431005e5e0f8b16a11a44ea6d,18,0,50.0,Lc2uKNijBE1tZHLeKNkE6r51eXRzGvEEzQ,True,54.0,True,2011-10-13 03:01:15,45530.0,2011-12-06 21:27:03
87fdba590aadfff342abf401dced98da0c38cdbd1ac3c4cf17e476f1f6d23733,19,0,50.0,LgLWzu9yibrqtJNYJbh8RMRKbTpwCkBDdW,True,54.0,True,2011-10-13 03:01:20,45563.0,2011-12-06 22:57:28
732300fac0d661a2bf01ef2f521460cc26eeb608939c196ab34221f6533d60f7,20,0,50.0,LXAvXpjSyw5BdBWGc7FpdJMAhiY2PpPRk9,True,18.0,True,2011-10-13 03:01:25,22480.0,2011-11-01 01:59:50
8c01e7018392e2d7d2492c85f6fda44e967f7e0eda7db1934e9bc60ddafd696c,21,0,50.0,LXC4Hc5VWkoMESSBNRcbXcBQi3E6CMopLj,True,54.0,True,2011-10-13 03:01:26,45530.0,2011-12-06 21:27:03
3effbbf8634675a6479da0b6bc93dffb4c3bcf607cec5bd54ddd9c612243dac0,22,0,50.0,LeqshznTF3jvU6V6ZjCCjRPQfx1wosRMfR,True,55.0,True,2011-10-13 03:01:27,45713.0,2011-12-07 04:42:26
cd2d555ad3a1dee2543cf33e8b3d7e3dd8cf3f2e56c257d2808de22306c0749e,23,0,50.0,LUyuRx2qqnr1GBruSK9VVFXuYgqicDP3kY,True,54.0,True,2011-10-13 03:01:31,45530.0,2011-12-06 21:27:03
5c45e166409c98e987ec0cf8eeea5c4fe32810d3c87bbc1f3220cac3805b1dcd,24,0,50.0,LQsHRYtkHaqMn87R5E2XTEhRbSEfHx4q4j,True,54.0,True,2011-10-13 03:01:32,45281.0,2011-12-06 11:24:48
d6b1516907e4dc111f75bd78b4ccb6316221d20e97472b9dc02dc0a62ecbd812,25,0,50.0,LdKAz9JmcCZfsfWXnCkeArkJkh1GT5NHWC,True,54.0,True,2011-10-13 03:01:37,45592.0,2011-12-06 23:59:37
fbd32b312d6dffb6c1d4560ff36c68a9434b5b9448e9201dd7d6b1674177812a,26,0,50.0,LNaTbJyV1hE71cMp5E1meqJAK4r3aWVQtm,True,54.0,True,2011-10-13 03:01:39,45552.0,2011-12-06 22:37:31
82596fb9c5cc15ee955a9986b40bac4e87f31e52ef44e7c55c0475b3332d43ab,27,0,50.0,LKi2azQNTeVMCBjTzyRCd41pd3QhRVgF8M,True,3.0,True,2011-10-13 03:01:37,12185.0,2011-10-16 15:18:09
13c5bcdabe774c4ff1210092482d67c3762559a80853cf981e9bc12697976272,28,0,50.0,LWy3QbeFEbV5DPrBnza8E62eDJfskX1zhv,True,54.0,True,2011-10-13 03:01:50,45552.0,2011-12-06 22:37:31
6299abdd3f7b9f64043961afd02849e6a4bbf5f81b455886fcd8dfef652e9a65,29,0,50.0,LUtU6k6kJUBXWaNtGwE5xfTT2XWJiFjqLq,True,54.0,True,2011-10-13 03:01:51,45450.0,2011-12-06 17:56:31
1495418b992068fe89786c226c2e2093fec204a2a0710c92ff6a490dcecd39cb,30,0,50.0,LT2MZ461LZURaKC14SkTdYVpCi8dhc1DMB,True,54.0,True,2011-10-13 03:01:57,45281.0,2011-12-06 11:24:48
26eb892ceaee4590133266cbb460df1655244cb1155acb41cd482a0d007588ac,31,0,50.0,LRtGPJUn1nrFZkJwTkFhhvNk5WhhMyVnwM,True,54.0,True,2011-10-13 03:02:00,45450.0,2011-12-06 17:56:31
768b1620325ad8a35914ce034c1d7c71c09c7f7afae661fb37eae9b5b8be373a,32,0,50.0,LLCrUtuU9tMePKyQAR4jfyoyaRXvYDL9Fz,True,0.0,True,2011-10-13 03:02:02,448.0,2011-10-13 03:22:57
42ab54d9130b9a95299d3ddef8caad1c9d4035057fc73f48c9ed2ef9056a0bd4,33,0,50.0,LdNgJxEWKj2ACbiUNiLKJQ3jf71KztWGNL,True,54.0,True,2011-10-13 03:02:12,45450.0,2011-12-06 17:56:31
f25f54b7bf14450c9583ad47899930b3320cdcf8daa0b93ca9b3d87ab9b7fc8f,34,0,50.0,LcEhb9FjjoQzq1WXfvo9JHGcvDXLDC1u4H,True,54.0,True,2011-10-13 03:02:15,45281.0,2011-12-06 11:24:48
c4c1967ab60fc1a9a16d9b2c6bc4968cf2fb1cbd27f88331b7db09b0844c0dac,35,0,50.0,Lf651FMtcHXJGgQNRzfVAH4pC3t1mMm2Qq,False,,,2011-10-13 03:02:17,,
3de0341a01298bbd265f792e87370ddd01e094567771d4324621fb0a0fb568d8,36,0,50.0,LXkbcRRZGpA6g3fepwNtfhbBjs3sgkGvy6,True,54.0,True,2011-10-13 03:02:21,45530.0,2011-12-06 21:27:03
33deab70007a4210b2545f1ad516319bdedbcc836faf777c4af27431eab37c6d,37,0,50.0,LTgxZnUgMH7KaEodu4FKSMNWyr6qQMsFkA,True,54.0,True,2011-10-13 03:02:23,45552.0,2011-12-06 22:37:31
cf28d92392ec6c24524c05156252769c1a777243a4dd68fa457754e73860feca,38,0,50.0,LiMQ1weWctemvxPotASMPXRUgm4NSHamPa,True,3.0,True,2011-10-13 03:02:28,12549.0,2011-10-17 02:00:24
c180bd3bdc0ac8d6dc0819105f0036233cbedcafac4795ce00f119b5fa7c24e4,39,0,50.0,LTdWLbWd2D7VMLpsS8WbtxJk76Eq9j815d,True,550.0,True,2011-10-13 03:02:31,335201.0,2013-04-15 23:14:34
2b9361dd0cccb0b816ecfd04b77b8ad85c5cea019f90972cf10723efc0984812,40,0,50.0,LPUpzYqvqYV136WSVs9xdZrhGKKkVnTFSe,True,3.0,True,2011-10-13 03:02:36,12158.0,2011-10-16 14:29:13
8546fb15a12fd8bf0e7ebb3f0905c449550548be0950ec9215f4c32130de6080,41,0,50.0,LbyeynnST3sDvvjuerM5JQikm1F2uXRCmF,True,0.0,True,2011-10-13 03:02:38,448.0,2011-10-13 03:22:57
14564eff14f8f56fe56fbd48acf60cbec3257b506272a53f467d691e1971fbdb,42,0,50.0,LSpwfQLToSXjhabEuBVQyKY9dpxcz6aU4R,True,54.0,True,2011-10-13 03:02:47,45281.0,2011-12-06 11:24:48
9074ddcfa7f6d7f6ff40dc3b4ff881ce3d21f8dee9cb372e77b4fda61d367701,43,0,50.0,LeC9VveFf3aLhuBVQWXu7LhZhrwjB7XnDS,True,54.0,True,2011-10-13 03:02:51,45563.0,2011-12-06 22:57:28
1aebb83e9a4e36b99b917b6c580293d7b70b695f59a36bc78f5494573a12025b,44,0,50.0,LSYEUFBi2gzsNGECp4aKbeZEk9S7ViP9UN,True,54.0,True,2011-10-13 03:02:56,45450.0,2011-12-06 17:56:31
b1254e83279237d12b0ec4e25409238b223b0590aac21191fd899d442b69946c,45,0,50.0,LRVHCqhpJBCg9AK7oYTKTLJBivQUgt7iaN,True,13.0,True,2011-10-13 03:02:58,19365.0,2011-10-26 14:12:49
3e2a7228771246d68d8b3f3e0eebc79cfca711b93f85fa788659d2303320b8f2,46,0,50.0,LeaJgzn8UJ1mB6nW2VRu95Q7VMwb2JGodb,True,18.0,True,2011-10-13 03:03:08,22480.0,2011-11-01 01:59:50
2cbecfd5b974bd62105ec8289884fbefff4c40b27ae68d558cd6def74d9ccb56,47,0,50.0,LPkhTcJGqHjefZNyvqYz7tQZEbFNwAajF5,True,54.0,True,2011-10-13 03:03:10,45504.0,2011-12-06 20:13:50
c9530856544cb02505a2096f567d5ebcd37b2f725bb8a91e79ee4adf9ad4e870,48,0,50.0,Lhi71FN2gUCSxaEXq68URsJyhLTbqs4m1k,True,54.0,True,2011-10-13 03:03:15,45450.0,2011-12-06 17:56:31
dba3a1f3079951b4e39271b98b011e78cb94c1d782054ec0932a0754fd007bbf,49,0,50.0,LNHvLjwZJK6ahzXrWsF6pK48gW11S2r7A1,True,54.0,True,2011-10-13 03:03:18,45450.0,2011-12-06 17:56:31
d9a4a4483b8b5d9f4b98b32c6363bbf4806635c57eb18ee2a7996c385552a440,50,0,50.0,LViycqffc4UTfWbBMWSvcnxdXUudFRacE5,True,54.0,True,2011-10-13 03:03:18,45563.0,2011-12-06 22:57:28
d6bf9d9fc65ee191d51c2db70eb2a0cd9a7c7e606934cc3778b686aa481cad1c,51,0,50.0,LM4QEmZASRtAARCY7YVy3iy4dsqNDp5zxk,True,54.0,True,2011-10-13 03:03:25,45450.0,2011-12-06 17:56:31
0809aabb6e0477ba6bad109980bc10534d7020d40bb9a345bf65704ca968273b,52,0,50.0,LgsV3Qvshg6bmghMDGqLSeoqUrmBL2NzzZ,True,54.0,True,2011-10-13 03:03:28,45563.0,2011-12-06 22:57:28
f75aa334825d83662c42c24d7984b35297d7ba6573792c403b4ce9fd964c6e9d,53,0,50.0,LfeodXTdekgmYMg5DCEUKNJWP5G7pDDnEh,True,54.0,True,2011-10-13 03:03:31,45281.0,2011-12-06 11:24:48
387065763443deda8951c1c406ce5ebe8acbb9ba554c6670e56c925c7369dc7a,54,0,50.0,LheJ2zDuaYJeSGkoM22VfPiCgSMuLpPT3c,True,54.0,True,2011-10-13 03:03:32,45563.0,2011-12-06 22:57:28
4af47cdd20a76f09d3b7fe9efedac75641bacf64e2019f2688aa63e30afd5842,55,0,50.0,LNNCf6GuuvNZGv6NTFahbkZs36T7xJpTTN,True,54.0,True,2011-10-13 03:03:34,45563.0,2011-12-06 22:57:28
c9456458911c7a6670c6d5eb770405d442bec579ea0dbfc6376732168d637463,56,0,50.0,LQfKH5bigKPQwoUxTtdKcMW5QDXDpn52WV,True,0.0,True,2011-10-13 03:03:35,448.0,2011-10-13 03:22:57
53bd5bd5c3a728773bfc4600182d80decafc432980ed4735bc4ad1d29122841a,57,0,50.0,LWhTVy1eazMyvKG31V1qKvGAGskay23A4v,True,0.0,True,2011-10-13 03:03:39,448.0,2011-10-13 03:22:57
408ee8c289c825a68d8ae97c79be358ec5123665bcf1758447200d99b4862cc8,58,0,50.0,LVB95AYt27Mtxkgf7mb5RVA4BNHEmux5Co,True,13.0,True,2011-10-13 03:03:45,19365.0,2011-10-26 14:12:49
200207ba833d4b15f268002e22ebeb3b4628fdd071d5905a2fd3d07993249a15,59,0,50.0,LXASWsSReNyU6xPyZsRsxuYgSwMF98wXZC,False,,,2011-10-13 03:03:47,,
9cac3ae242b1a1808435daac97f627b3b24710a995761c79287260717e7eb3ed,60,0,50.0,LMksQjxyc2PpXw9SyzMBVo3ANPje992zRJ,True,18.0,True,2011-10-13 03:03:56,22480.0,2011-11-01 01:59:50
76a1bc2de7f2aa78ccb4280f3434341fb137bcca3030130fecfda9b7606151b2,61,0,50.0,LKJwWQoFK6EGjLWnyf7HmrSv7nfmHfrDvY,True,13.0,True,2011-10-13 03:03:59,19365.0,2011-10-26 14:12:49
ad1dc3f7514c39e40dd29a88139cfe0a3ff4920fc79965fdf93689c5f713f212,62,0,50.0,LhxCBGKLK5sELGxi8LB68Bmwq5YBcRDKsV,True,13.0,True,2011-10-13 03:04:05,19365.0,2011-10-26 14:12:49
cb8479bcd8492d7ccca8264e723be824f72c369459fa420f0f09da91beaeb882,63,0,50.0,LcUcT1V11hSm2kQGAY1qpACCVNAg7UXryr,True,5.0,True,2011-10-13 03:04:09,14088.0,2011-10-19 00:10:56
794fee5bae59c95b0afe34e4deb9d18944246266e7d73f3f151bc6bc9308c40a,64,0,50.0,LNVqnu1V7ffMhHvaKkW9sb66aLbU9Y5wKe,True,54.0,True,2011-10-13 03:04:14,45590.0,2011-12-06 23:49:51
36301892345686d910a7fbbecc172a91d35541fdb3ea9a9f36df34ada7fc3b22,65,0,50.0,LYdrchHQR55fgoqT9XtyjMMY96EdbU3M4C,True,54.0,True,2011-10-13 03:04:16,45563.0,2011-12-06 22:57:28
d8023a48f01cf44c9b5ebcb8b50175cd32f3bfa96c04eac5ac987991c38f5bfe,66,0,50.0,LaBHthiX2BbQvyshwHAyAjSRCTnbtEbyYw,True,3.0,True,2011-10-13 03:04:20,12169.0,2011-10-16 14:56:36
c739d049a7561937878773f16d07726acaaf408d5c4c63b4dc2af13280e96261,67,0,50.0,Lfx6PMGbrsPusGeYzruhC7KWAsbSyFs6J8,True,54.0,True,2011-10-13 03:04:23,45504.0,2011-12-06 20:13:50
576892fbd216a61ad10a18cfc17b4dfd75289702a37935bde55309360e6e4b85,68,0,50.0,LaPrxFkYoBPFjBJxGYu3YZWE4CwKBtMaXZ,True,54.0,True,2011-10-13 03:04:25,45450.0,2011-12-06 17:56:31
78634698115f6419ac2c8b33b091561b15d4dfcdda38f430bb5c726b5bd81e17,69,0,50.0,LR5yLEPgg9tRJTtFp6PjK2KaNhH3CZtHPK,True,54.0,True,2011-10-13 03:04:26,45563.0,2011-12-06 22:57:28
377b613f68a2f0b8dda7809d02ab7b2f1c5894ff9f699701652e8263cf4207e8,70,0,50.0,LQuQpUwvdVLojoHCFqKK2AVgXhCuo6PsbX,True,18.0,True,2011-10-13 03:04:30,22480.0,2011-11-01 01:59:50
364350bccef960692b1b28627ffbd8c0176ddd7863548a1f832c1f568a141224,71,0,50.0,LdVb39c27VV2EaFjsTiXsEaX6xdNr9YWSo,True,13.0,True,2011-10-13 03:04:32,19365.0,2011-10-26 14:12:49
0f1e6adc45fb479188e7a05f0615f5afc4171363401bc7d4a6066f68393aa9e8,72,0,50.0,LdjfZa1AUpxvUjoiNSsrJPrMTVujrCWana,True,18.0,True,2011-10-13 03:04:37,22480.0,2011-11-01 01:59:50
d520dae0ab5388c6af90a6d36d791cebeded445e4d825b6f1ddd0eb7bb784918,73,0,50.0,Ld9fwAZWPHfZqMv4Ta7vtj4RqjMg3NGHM6,True,3.0,True,2011-10-13 03:04:42,12158.0,2011-10-16 14:29:13
e6aaeaa00d1cb23810a5b082a38a1e468c290c3e0bd67da9d03adbd9012bac1e,74,0,50.0,LaAMV786Y5WBwzAUnjWvDBdN9RuggNpRZo,True,54.0,True,2011-10-13 03:04:44,45552.0,2011-12-06 22:37:31
94cb20a668e8555f9e7d7e26e15d8b37deaa218faee17948766b66c83329f4fc,75,0,50.0,LdAiBvSpaGj65Df8snbEZaHWj9X5jUo2ZT,True,18.0,True,2011-10-13 03:04:46,21898.0,2011-10-31 06:03:47
7e2db0acc5ca94323b22d5e775d0b1e32a21e901ca07a73b55f8c1135d523363,76,0,50.0,LS4qBa1yLcrRh5XcQQH7Qy3frbgdmEq2SX,True,54.0,True,2011-10-13 03:04:49,45450.0,2011-12-06 17:56:31
570d3faf4e6101c8e3ae1a84f8c83149127b79b45db2888f521888aa3c6a79e8,77,0,50.0,LULWtevHBNxKXqejMdDJrEep1WyksWwP53,True,18.0,True,2011-10-13 03:04:56,22480.0,2011-11-01 01:59:50
7ed3289a133b4432dc37219fdd1a215ca9147ddc5bd9bd7cf633278ffcee4542,78,0,50.0,LNyoV4yGH2H7xeJUoCH7HxaZiwJEYra7SJ,True,54.0,True,2011-10-13 03:04:57,45530.0,2011-12-06 21:27:03
d028e8656d6c82ae3f173522a591e077952369415f7171fc7ada5e01437917ef,79,0,50.0,LSuJgYHTsDota6WPi1DU9P6CKaRqupueFv,True,18.0,True,2011-10-13 03:04:59,22480.0,2011-11-01 01:59:50
7a6861c5c13d0e8dd9807584d28e861a8d352cae3355cd4cc1596c7e2735e10f,80,0,50.0,Lbsqt4KepQr7rwpTgetokrKBnocpywcFeB,True,3.0,True,2011-10-13 03:05:02,12163.0,2011-10-16 14:38:11
277d6caaabd4fbe1f88e00fe364996f5832e94258153e991c9ae05e75470cdac,81,0,50.0,LXXLogirND7U7LoFw22URmxaNxtHzmZ8eY,True,3.0,True,2011-10-13 03:05:04,12169.0,2011-10-16 14:56:36
33742b65f6079d7c04ca63ed4e1c945c69ba6afdbcc99c91c1c79345009a5222,82,0,50.0,LUewF1g6mnwvsg7HMnVe637AMhqHGbU3Nd,True,54.0,True,2011-10-13 03:05:10,45579.0,2011-12-06 23:38:34
d66236757c82e76ee5f6d6a45ea53672eb1ed291e5f620c336576067ec2f54f4,83,0,50.0,LSkZKptBtGihqHcTtAYQNeaAZTzrsAesNy,True,7.0,True,2011-10-13 03:05:11,15050.0,2011-10-20 10:43:54
1145a9ccdbe1101cfcb25057e69f2865b3804d8b9f129d0ae0f42c0c84b8aeae,84,0,50.0,LhXQfbSScg7YALUvmj582j7iACcSQjRrM9,True,3.0,True,2011-10-13 03:05:16,12160.0,2011-10-16 14:32:47
14a6dca84f0c302a11bbab22b708c1933da818fd3ceaf5dbb6e0a6f77ea19ee5,85,0,50.0,LPFvUE4Sff2PNVK2mRhrRsSRjSwpyRYefu,True,55.0,True,2011-10-13 03:05:19,45713.0,2011-12-07 04:42:26
35cb29234e517ea85dbf46d43af87e881aa138ba324df081ad454ae1cb8825a7,86,0,50.0,LM3AYiLUSvRoTsGff2yBBSuuTzn8PhAJVS,True,3.0,True,2011-10-13 03:05:23,12185.0,2011-10-16 15:18:09
03fb494aa3ae0cb490e136e9dd2956fce9c5cf55e923d02735cd1847737e8063,87,0,50.0,LUfTMsdBB8BQYnR9nJbAKXr8zvyununTLV,True,54.0,True,2011-10-13 03:05:26,45530.0,2011-12-06 21:27:03
