Block Height,Timestamp,Tx ID,Inputs,Outputs,Total Output ,Fee 
2746,2011-10-13 05:03:44,647fd0c0eb03b711d90686f6ebf51dbf42784f65a0a6e38ccf177f8198ae790b,0,1,50.0,0.0
2747,2011-10-13 05:03:44,b0b13d9059ef97600ea0ab71f9150ec59e566295149092cdf4c075e0a2343996,0,1,50.0,0.0
2748,2011-10-13 05:03:48,52169301329754998d56e6011c715a024e0a5d91ee673071a960e194592a2574,0,1,50.0,0.0
2749,2011-10-13 05:03:50,4cb26ffbb00c12637e480936d2d6e7868bbfb28ea84e63b92ebe0025112eb956,0,1,50.0,0.0
2750,2011-10-13 05:03:53,c9b9b5ef1266b89d60effba344b956f1925edd35b55e67b56e37b28061b37b4b,0,1,50.0,0.0
2751,2011-10-13 05:03:56,1b1d41f7d3d5c8a7421282c60e1ea0cdc06e6e334f704e12259c9ae9545b2542,0,1,50.0,0.0
2752,2011-10-13 05:03:58,818588f34da27cfc9d0310b9c2294ce83e5c166e29d59095c5f0b73af9502479,0,1,50.0,0.0
2753,2011-10-13 05:04:00,a3b6ff74ee70635df8097ca2bd26e9f439834d06ead9d830c4dce10f05727d8d,0,1,50.0,0.0
2754,2011-10-13 05:04:01,4666aa28560d0edc5ead9af7a630cd05464620431bc76bd9a48516f2d34ed475,0,1,50.0,0.0
2755,2011-10-13 05:04:05,f730353994520eda605ab402cbfa5b5077d05704ec1c0f035ac2f7c3f4120674,0,1,50.0,0.0
2756,2011-10-13 05:04:08,d40366d164797252e5d58e0510c91e41e67b48a89968758b79a64433b6c181f9,0,1,50.0,0.0
2757,2011-10-13 05:04:09,e1ecbba3c8d96bccd54b75067773c75048cdc90240db00e6ecee45b4242337ff,0,1,50.0,0.0
2758,2011-10-13 05:04:12,55cd3ffe7202feb0832094d4b2437d08e59a6311e4ba5744c4424eaa28f74a9a,0,1,50.0,0.0
2759,2011-10-13 05:04:14,f73f7b0cd0beac052151cf29b9e8429364e02661e811490cca97a80ec080b11a,0,1,50.0,0.0
2760,2011-10-13 05:04:17,d9433a19cce1b3786fc3950101c877495b5e21ddce5a32a9c26162fbeb004edb,0,1,50.0,0.0
2761,2011-10-13 05:04:18,79d6155703bb89658f7257d3b7589a42d622590e91c9536dbf51a615c6f56f92,0,1,50.0,0.0
2762,2011-10-13 05:04:21,bb7220c7c4008bf7bda3cba20208247bec669eddebb56155481647bee05239c7,0,1,50.0,0.0
2763,2011-10-13 05:04:26,12b45bc999c420660d5adffb226d40956cb8d3dec6a2c05073190dfff89513a7,0,1,50.0,0.0
2764,2011-10-13 05:04:27,c5fd31d44dc9a8378526af458d3c104637728ecf6a82c3a7b3e57e7e103e0f51,0,1,50.0,0.0
2765,2011-10-13 05:04:31,3398105aa4a47fcee9592a39432a82a5b48abe320a73a6eef000ce03c3e12709,0,1,50.0,0.0
2766,2011-10-13 05:11:29,07d6bd9b5872f170dae382d737e3234b930c30b80ae80bc1fb967bb81ca090b5,0,1,50.0,0.0
2767,2011-10-13 05:04:39,70e820c65807c724aeab1d82274af599966352b24d529952dbba0e8773ca7709,0,1,50.0,0.0
2768,2011-10-13 05:04:41,ab1210984dbb227010e3ad0313cd44a131693bbea33ceab710ecd4cf94b9c4d1,0,1,50.0,0.0
2769,2011-10-13 05:04:43,c37da371443c71b995883f37aac50c0a60d7991b78c21ddab84eee2f446d3530,0,1,50.0,0.0
2770,2011-10-13 05:04:43,05b5fbe44c0379356ab5c90fc32990ff51409990dd16d31dfc1bf9abf0fd0e86,0,1,50.0,0.0
2771,2011-10-13 05:04:45,4274d18448fa7e1c47fc6bbdc9e21d4f171281a1849a68c7bebf102259a0da4b,0,1,50.0,0.0
2772,2011-10-13 05:04:51,8c5b8fde4548a7351f43befc56bb0cfd9d4a15764f90b961e4616a87c068e83d,0,1,50.0,0.0
2773,2011-10-13 05:04:53,e8785200dc5fb45ba46c70d50480606c0f17a5dccb8b4ba0b0e6e5f0cd8191d2,0,1,50.0,0.0
2774,2011-10-13 05:04:57,fc48ce36e63343b34f69e611c6b053fd001d97ca23b540a97dbc489d9ccbf409,0,1,50.0,0.0
2775,2011-10-13 05:04:55,86b87317bf6be03bdd90bdd1e06e5b6828b06f4d2e60c2264aeb1a5e88fbc62a,0,1,50.0,0.0
2776,2011-10-13 05:05:03,2840adde2a73377dc56b78871ee25fe0a59dc959248b298b72ad94f5e3676e12,0,1,50.0,0.0
2777,2011-10-13 05:05:05,1c1c3850f5ddd79f61e74f6806358f08221b7132f166411794dd28077f403590,0,1,50.0,0.0
2778,2011-10-13 05:05:08,45b013c2dbb1681a2d61faefbd61312c5b3de9456e700dc5fe25a2e5cc39adb8,0,1,50.0,0.0
2779,2011-10-13 05:05:11,3d8de1123368210105a1a816e454cb258292304e9aee3162e87f8a514b17fcbf,0,1,50.0,0.0
2780,2011-10-13 05:05:12,15c6d6c7351832dcbc5bdaaacbe50a4be9cd8bd3f504b3c55b9ea616123b32c6,0,1,50.0,0.0
2781,2011-10-13 05:05:15,efe1137e1860942bf2e0defd6ffe139f3091f0075d16dcbd02880eb176626c8d,0,1,50.0,0.0
2782,2011-10-13 05:05:17,01ebabf66091c66e3475c5f4799d00d3ce60ac7d71011f7b1154b91b4b1b3e4c,0,1,50.0,0.0
2783,2011-10-13 05:05:20,dd70bf4c4d1ba499f0636b35458652b7350afd6f8b082e5d33a03714e5a10717,0,1,50.0,0.0
2784,2011-10-13 05:05:22,dcf0cbe026c709bd7a32b3870e0672ec70e5a935a43327436e18b9f0d7ff7230,0,1,50.0,0.0
2785,2011-10-13 05:12:20,100bbbd8921f2dca4015ce544a49fc72e3c2ceda69d17edf7bff7b1da1b518f3,0,1,50.0,0.0
2786,2011-10-13 05:05:28,114c694d4268c0858feb71b85dcaa2842223a7185312cdea9042d4e26f9d6d2f,0,1,50.0,0.0
2787,2011-10-13 05:05:29,128c37920410032097903ff1539553d3d533791e067193bf407f309bf115611e,0,1,50.0,0.0
2788,2011-10-13 05:05:32,7c70cffdd479772eac50f1caa4c194f1d394928e7518666f018affb1a63b7823,0,1,50.0,0.0
2789,2011-10-13 05:05:34,3749e4938d2202a60c252e43f4daaa66f75e2bd55af48264579c850b60f7faa3,0,1,50.0,0.0
2790,2011-10-13 05:05:36,275690c1b5a81ff96322e531b108fd11c107746374d5b8aab512053c3fee4709,0,1,50.0,0.0
2791,2011-10-13 05:05:39,2e37fcc71488335d6d9f85157cb3c5203c287bd6664e8318fcbf822c07736fe6,0,1,50.0,0.0
2792,2011-10-13 05:05:40,54bf199f85a789c7874960d01473c5100b32b498b014c8aa9960a08433834573,0,1,50.0,0.0
2793,2011-10-13 05:05:45,917a45945367850a078f71082af2a1adc86f864c3229e9ce3352d02f3b494d60,0,1,50.0,0.0
2794,2011-10-13 05:05:47,6c21f2573525828eccf8bf7c414ef50e41d6e0bc376f0b24a87c62e7bf60a9f6,0,1,50.0,0.0
2795,2011-10-13 05:05:49,04fda61f7576961a219750fa711fdae491327dff004d3c2ba6b6e6d57a221f33,0,1,50.0,0.0
2796,2011-10-13 05:05:52,dac054e809acedf713dccb7d2ec4995f9cbabd008cd9911ee0d7e0ee2aa4f41e,0,1,50.0,0.0
2797,2011-10-13 05:05:56,ecc3cd4f56a0d6cccd04d91235b5dd61284dadb05fe41817cb1906b321671442,0,1,50.0,0.0
2798,2011-10-13 05:05:58,b8f7a218d82b0cddd314037e1813d502125f7770b771d7baf530b51d6654ed6a,0,1,50.0,0.0
2799,2011-10-13 05:06:03,e14681499b4c52521f06bd4f2b774c0ad0fa763a73d344380f379fadec78fa61,0,1,50.0,0.0
2800,2011-10-13 05:06:04,0266cdbc8a7f68fcd180a8951d761eea3ec44fe60ec73d70456d215e4f9c4397,0,1,50.0,0.0
2801,2011-10-13 05:06:06,9450e0ca41e2d359822a31acaf39d36584cd4b25d36d4980ffcb8c1937b59ef8,0,1,50.0,0.0
2802,2011-10-13 05:06:07,5e28703124ecd9ee4bf1e640213ef55d40414cd2490b76a6ac8f92ab62d2a98e,0,1,50.0,0.0
2803,2011-10-13 05:06:10,d9dfcb9cd3930b1b16adf702f8ae2839e9223f685f78155fd09cba61802e0a6e,0,1,50.0,0.0
2804,2011-10-13 05:06:14,e746629ab606a3bd39da28f8a36e16a4706b9ef4a0b5b7fade15947e1a8371dc,0,1,50.0,0.0
2805,2011-10-13 05:06:16,446223a8ce2ab60d200addd460231b6641383b4c6c22e17eaeab97b96190d290,0,1,50.0,0.0
2806,2011-10-13 05:06:19,18f07f3467b5e4eafc2b25b0621367c1da55eecb10f7b9a8ece23ac8e6c314d8,0,1,50.0,0.0
2807,2011-10-13 05:06:21,8703dd162498d9fdf4965688358eecd1cc6669b6d954bde0e527c82a3231e07a,0,1,50.0,0.0
2808,2011-10-13 05:06:23,4f88d1f4d805829d7659a6959f8274b583435eb5a34f2c6306067bb355abe8a6,0,1,50.0,0.0
2809,2011-10-13 05:06:25,3e8f04400bfb6dfa93634b3e006aa8f2dd4738fff7203130a3053616b82b54dc,0,1,50.0,0.0
2810,2011-10-13 05:06:31,ed73c1ffe16c8dc6d57258748af8cab5044b3f5cfd70299f2bea89a7ca1a569d,0,1,50.0,0.0
2811,2011-10-13 05:06:33,b8c3d78edaadf1a95b2a1bbabdd9008c10a294dcecae0fe86b0a7239eed4d126,0,1,50.0,0.0
2812,2011-10-13 05:06:34,3b5f712df4a5efbc47283efede4ae1f4e9a96c7630a76fb095dbf5e87ca4d92b,0,1,50.0,0.0
2813,2011-10-13 05:06:36,ead8bd9a3d5f82a3e8a6e855c4ad893c4117f69e0c5b1bcc193ef0b43a2fd2e6,0,1,50.0,0.0
2814,2011-10-13 05:06:37,3e611433bc2395072cf4f588b80a78fd4bb3494a8ed82325ad8e6d445942e321,0,1,50.0,0.0
2815,2011-10-13 05:06:42,882a34deee6f405e363c99b942c65e8a112e8f37d30b38c70eb9957e1264020c,0,1,50.0,0.0
2816,2011-10-13 05:06:47,3d7324db2b3650f02ad9ba31b71bd87f065f51648ab5c857067c12f2007f85d2,0,1,50.0,0.0
2817,2011-10-13 05:06:48,89dfcb4d29ee1918b10e17c1c74c37bbc6dc0bd8dfe36650685355b940dcb4f0,0,1,50.0,0.0
2818,2011-10-13 05:06:51,cc2c97da8562cdd3f7eae31c5710017bd9954b775dbb476e6d855bbddfe7dfcc,0,1,50.0,0.0
2819,2011-10-13 05:06:52,02da4715af10035e9a58feec3e7dab6637e44c42febac8aa467176b508602b0c,0,1,50.0,0.0
2820,2011-10-13 05:06:54,ca15305cacf956f108bf5eaa2afaa4361c8750216ee1d4ec9cb185022b686430,0,1,50.0,0.0
2821,2011-10-13 05:06:56,25a88730fcd5fcc3d0a3d3101c9d4bf2048b11718362faa8a6041c0099e27ed1,0,1,50.0,0.0
2822,2011-10-13 05:06:57,200ae8d5ce26b56242204af7eeb8ba1020bc7bdbf078e8e141adfdfe3f04087c,0,1,50.0,0.0
2823,2011-10-13 05:07:00,e388b242c2ce1d1dc06811882241c7ab47a6c86f3202732c4cd088956713a319,0,1,50.0,0.0
2824,2011-10-13 05:07:04,a32356abff3de633278273d204ed9f087baa13934478e7eecbad36e47b5a322b,0,1,50.0,0.0
2825,2011-10-13 05:07:05,e0cd1e85be351f4e88ed2dd44d18e90a46b99272e5539366205511e6eded40ef,0,1,50.0,0.0
2826,2011-10-13 05:07:07,8858a3c20afa3710bc7c0e55eab36cd6804f7c0ba225186dd4bf1cb0a78dc975,0,1,50.0,0.0
2827,2011-10-13 05:07:10,2d123f3ae89d16e4cccd9264f25aabde45f5083b9f91af05fa421fd0bf5b1cd6,0,1,50.0,0.0
2828,2011-10-13 05:07:11,35946cceb61e8c6cece1228a685482f0e6075371e61167f1e2612ed4aca16e33,0,1,50.0,0.0
2829,2011-10-13 05:07:14,c052ff083a7d1fecfebcc503e8f3c87db2c8c929ae7c89c715e13d560b7448f9,0,1,50.0,0.0
2830,2011-10-13 05:07:18,c90fad1230edb4c3d09a13147dd8ab026fb3fd540bdde46ddd02a9fc070ba545,0,1,50.0,0.0
2831,2011-10-13 05:07:21,c1104679e7a0212997a1ecfa4b69c90d6d5b7379aa75b5e708face4fb43bd73c,0,1,50.0,0.0
2832,2011-10-13 05:07:24,4c7a85db81919b095104c43e286416f0f88a24dc631ad147c778b83a95455481,0,1,50.0,0.0
2833,2011-10-13 05:07:28,c24b8b21b32d9dd9c44af30686a942afc0762e0764f00ee7245d44bfb09db1a3,0,1,50.0,0.0
2834,2011-10-13 05:07:31,5980948991780bed8767814ff05677f3451a12d58909cf16e7ab3b096c01775d,0,1,50.0,0.0
2835,2011-10-13 05:07:33,43cd878b456d74fee6eb2c885d78e2177cce3441be905b0c5ebbbb923d7a5d07,0,1,50.0,0.0
2836,2011-10-13 05:07:36,3c2907b7c900e12b66afd109accd04624efee2dfe3ac440a6e04140127d3b92c,0,1,50.0,0.0
2837,2011-10-13 05:07:36,f4c252f58eaca6d220d54683a2e8c79b8b3b40d0734603b62ab91c3f83b88bcd,0,1,50.0,0.0
2838,2011-10-13 05:07:39,212134df848935b3a18967b7803afd77159d87b519118569e3dea17e998dd52e,0,1,50.0,0.0
2839,2011-10-13 05:07:43,f29ff898f75ae14d2bced31262d721e4b99aed73e5672336baaca6f5fa1e6077,0,1,50.0,0.0
2840,2011-10-13 05:07:46,27ee125bd38884c8044b09d675f4c49632fb7e0339fc311024a2a760be141147,0,1,50.0,0.0
2841,2011-10-13 05:07:48,7ced0bc3dd6c8d681f1ae91061cbd3f88ceb6f2789b4b5f579ec1ddd13ba95a6,0,1,50.0,0.0
2842,2011-10-13 05:07:49,8d6132f5961d6f7d307e69db9c69e7dea835e8a9998b854a93dc8889e634216b,0,1,50.0,0.0
2843,2011-10-13 05:07:51,8e9f15966dde18bdee68440bae649a4adabd0c5ef0002ebee6320738803bb8fd,0,1,50.0,0.0
2844,2011-10-13 05:07:53,8463a6755f2db3c7e016bb9cfef737184bc12470d8bc81dfc6ef2a18ec4e2edf,0,1,50.0,0.0
2845,2011-10-13 05:07:58,748d85890f7048aaecd6aba779591817a5b02abbd5625f94e2e579b736913061,0,1,50.0,0.0
2846,2011-10-13 05:08:00,c01bd63181e8fba18ca8067216b31e393a7173f7110f4d483374ecdceb9f368d,0,1,50.0,0.0
2847,2011-10-13 05:08:04,ebadd03498e9753c64ce39d38c1e477072cc6da0a81825421c3cec63e1ac9e65,0,1,50.0,0.0
2848,2011-10-13 05:08:04,1148c92af865e47f5fbea7777fe6cf9d970f8b354597370a90e8f0818a00f3b9,0,1,50.0,0.0
2849,2011-10-13 05:08:09,acfb22ea4337aa8e155adb04535751880851a24485d8c76e0d8cce7fd37e82dc,0,1,50.0,0.0
2850,2011-10-13 05:08:12,21971b81db50b4e560e179b3b330ac88ddea4a4a6ae0fa789d124121dcf3af0a,0,1,50.0,0.0
2851,2011-10-13 05:08:13,84c23872d8141ac9fc97fdc581241c8636f052700531c858d9e37e0b3f7c1a36,0,1,50.0,0.0
2852,2011-10-13 05:08:14,ebd8557d31431fc9b2b5156c2893f4fe0e89aa3608c6cc116e87febd258fcd50,0,1,50.0,0.0
2853,2011-10-13 05:08:17,df0a3479b4f6a79ace89d250eeefa14fe4051eccf13833455b306ac82ffb812b,0,1,50.0,0.0
2854,2011-10-13 05:08:20,fcc8336fb5a146a0069cb91b270f534a0aa353091de6103361512903d14d019d,0,1,50.0,0.0
2855,2011-10-13 05:08:21,f3336f456fa64f28f8e8f815ce59739f8e3f63f12f6b800ae585119e823083ac,0,1,50.0,0.0
2856,2011-10-13 05:08:27,044f6a101ff733d1564003c8f123c3db81205fc6de81e54f77aa31ff731f8a06,0,1,50.0,0.0
2857,2011-10-13 05:08:28,dffeb96e02794056159812e9a731c2a3c427667dae384975969be6ffa44f4a5c,0,1,50.0,0.0
2858,2011-10-13 05:08:29,4ff7041fc86d7f64d34554dcf61f8004dbada19dccef516b752266843f69d885,0,1,50.0,0.0
2859,2011-10-13 05:08:34,cfac56ca8d8b07f4956f0593b233d684684b5a934e2062f80aacd915025e2824,0,1,50.0,0.0
2860,2011-10-13 05:08:37,88106b465f3e1fb02aec17ceba93c08af8880b1196d79718f8ce39272196a554,0,1,50.0,0.0
2861,2011-10-13 05:08:40,b89f28517f4ea71e0e0de0c1f356de8b85424dbc36aa93b0866a4e5389044fc5,0,1,50.0,0.0
2862,2011-10-13 05:08:41,2f27e80d15f314b9f08d4ab240a6465e5be275e75dea81607fc6a54332380615,0,1,50.0,0.0
2863,2011-10-13 05:08:44,e3e9fcc5ec828243f4fd7e72951b9984d341ca3122e57b9ef3fbe435d34d4916,0,1,50.0,0.0
2864,2011-10-13 05:08:48,7bb8d19edb2ad23d07963839f4f3678908698c6e44a27ca089162cdcbeeced73,0,1,50.0,0.0
2865,2011-10-13 05:08:50,3d88c94e3b9194b350d421e012bee5b2e43a8bf5e4a7ccd878012c2451547e94,0,1,50.0,0.0
2866,2011-10-13 05:08:52,f1e5e5ed1a30adfdb22c16e7c37a7344f6eb9cf481e50a91641c61f8b9bfb149,0,1,50.0,0.0
2867,2011-10-13 05:08:55,0c9db2924ae2cdb52744f193128fcee7d866e452bbdbe306ee45f46bccc7e1cf,0,1,50.0,0.0
2868,2011-10-13 05:08:57,ed59e0cbafae9aa9bea7e586cf63c1ca63e589201f2929883413f31db0864bbe,0,1,50.0,0.0
2869,2011-10-13 05:09:04,c857062b5163a86886df3dd42efe994cc221936d2cd889ada1c470b877a3bef0,0,1,50.0,0.0
2870,2011-10-13 05:09:06,4469b0b7a923fb13752a057bb5c6b49b242a3e53a52c5c0f31d82998aa8ccbb2,0,1,50.0,0.0
2871,2011-10-13 05:09:11,069123e230d9c1609158a783883a41efc7f94afcad7e6989ccc33d6bf60ac69c,0,1,50.0,0.0
2872,2011-10-13 05:09:16,cc5d829c1d47daa16f5dc00a9b797d0bd347515e9c9f38739a3ec2453629dc21,0,1,50.0,0.0
2873,2011-10-13 05:08:56,44a25d3e0f91584b85dfd299d4ab8ff093b904499795a50eca11d06987b0d3a8,0,1,50.0,0.0
2874,2011-10-13 05:09:20,454f1f6a9e72ed4476bfdde3f0bcd9cfdf40c6ca43ada42c0e47cbe7228d601b,0,1,50.0,0.0
2875,2011-10-13 05:09:22,cc799bea14c67525e72343db05f5460baf268be8a346b22fff82618cefc5a220,0,1,50.0,0.0
2876,2011-10-13 05:09:23,a6546d3fb2caa0ba545063a24ad6e6b847a95a893e9a7020933b671e1c14a360,0,1,50.0,0.0
2877,2011-10-13 05:09:26,52ac3873c1d8b721d25f6f94644a0e993e5f42b1fe2935a6e12ef0f9da29b801,0,1,50.0,0.0
2878,2011-10-13 05:09:31,37fd4bee6a7d38816628bc24c211c78b117c874376141d71c180c5508553f74c,0,1,50.0,0.0
2879,2011-10-13 05:09:32,e69d1f07a30e9663d07d6859bee8eb28b89039911fee9fa5ee233640bb722ad2,0,1,50.0,0.0
2880,2011-10-13 05:09:33,08dd8ef195428bb0c9fdfee9348391985cc29dfe97523360359af84886fbf522,0,1,50.0,0.0
2881,2011-10-13 05:09:36,9f1dd5458044f94ebd926a2f6c2165df22cb0f538ef7efd067a168a3552e4ce2,0,1,50.0,0.0
2882,2011-10-13 05:09:38,e685788174264c67fff8647e6dc506a3904807cb7b2873b869633aade1b38b19,0,1,50.0,0.0
2883,2011-10-13 05:09:40,0ab1384820bba828f26d9b6ce6df61460c7c26262ac5f847d4b8cd3196d081c6,0,1,50.0,0.0
2884,2011-10-13 05:09:45,72b1a295173457e6a55d6ff2b276c713ceea10f91a9f5946dc3048756a75b319,0,1,50.0,0.0
2885,2011-10-13 05:09:43,acf203e391c1be4b955aa27a93c8b7db347e265c0479d0240f130a591bdaeea6,0,1,50.0,0.0
2886,2011-10-13 05:09:48,be52aedb254a751e3f2fd05854facecdbca82aeeb611afa6f5e5353b595da2a0,0,1,50.0,0.0
2887,2011-10-13 05:09:49,f760df38ef86b3b177c373fae872baeda951b82e3a04100b01252d0afebe8a5c,0,1,50.0,0.0
2888,2011-10-13 05:09:51,b86d3db98d8b6b3980ad8859eec3ccb239b7e2634298a58671b6f4a5e48bdc8a,0,1,50.0,0.0
2889,2011-10-13 05:09:54,0f217161c21ee11c15996b95e2183861c0f6dcaeb799d900f04ad09cd64c6e9f,0,1,50.0,0.0
2890,2011-10-13 05:09:56,434bb00767515e8f19da7073d9ae370c91157b87313be62ef0ae39f1dfb79195,0,1,50.0,0.0
2891,2011-10-13 05:09:59,43814135d1f9c84d1bb573188c0798e48ae43fb45f036daed42a67f8204452be,0,1,50.0,0.0
2892,2011-10-13 05:10:00,3d77b14045b97e5e9b6ee3c18eb3e064d30968152d45724c59e773fd286f55a7,0,1,50.0,0.0
2893,2011-10-13 05:10:01,a9819ec9eada5e193c3c62ced02ee75dc5a8b5d4cb2a07b02f4758664c20e7c8,0,1,50.0,0.0
2894,2011-10-13 05:10:04,0d1f27e422847d3d5882820cb7f592432cff5467cf84106b4b08291a393bfdbc,0,1,50.0,0.0
2895,2011-10-13 05:10:06,953a4e7aafa4577c2663fa637990710bc63b33efced2ccecc923ca301fdd0b53,0,1,50.0,0.0
2896,2011-10-13 05:10:11,8fb347b1547fc9067dbfc9cbf8a68e497c1fd2d2345f5aa25bd543b219841dfd,0,1,50.0,0.0
2897,2011-10-13 05:10:13,a1c84dd081574fb96aabca9261d2352aa714c2d1d7ff3dda388f89cf49fbf4bd,0,1,50.0,0.0
2898,2011-10-13 05:10:16,e55195f54ae2e76dfee7a8a05cd0a059e0f251a6224bb957f8b32ccc27a85769,0,1,50.0,0.0
2899,2011-10-13 05:10:17,70930814d46124d5916528b9c5fa727a7fe68b03e13daf4aa687a87ebb0947ab,0,1,50.0,0.0
2900,2011-10-13 05:10:21,4275b8b980cbdf175b73ea0b20d363e8e597bf6f102e7cc76325f7da4ce9ce5d,0,1,50.0,0.0
2901,2011-10-13 05:10:25,8bd56a23bad3fe547e44f822b850438251c188db03dded337a28dc3e7cb38d6a,0,1,50.0,0.0
2902,2011-10-13 05:10:27,1311f0fd6c66e1e6babe6d3b98a2ff1c5bb27d74b196adf691b2d1fa4e11207b,0,1,50.0,0.0
2903,2011-10-13 05:10:29,4ed3dcc38f9bf247ebdbf2c75deb36786c940937c51ab54bcea77acfb88fe261,0,1,50.0,0.0
2904,2011-10-13 05:10:31,a4be8b83dca427eea4512da9ec994eb6e9b6c6ae75532a43b65adfa9c6737619,0,1,50.0,0.0
2905,2011-10-13 05:10:35,28925f1cf4cfb9f5ec10351b8836be23d96684f2c95b30dc14627546d5d65d87,0,1,50.0,0.0
2906,2011-10-13 05:10:39,72fb35e02a43ff88917a84f21a285c96f6cfd3843070073b45870c992d6c59cc,0,1,50.0,0.0
2907,2011-10-13 05:10:40,56606a25636dc0d40eb5c2b99eb327d3845f4c41fa6905663a2e20ca53b74b2c,0,1,50.0,0.0
2908,2011-10-13 05:10:42,15c2dc9c6be82a8104f58c4c162b39f773e0de5c8a4254f4790efef449538d80,0,1,50.0,0.0
2909,2011-10-13 05:10:44,50b681476c908cfbde3cd1f25ade4f309087e47213f87fb751a5c537936d4cf6,0,1,50.0,0.0
2910,2011-10-13 05:10:50,b9ad5e3be45bcae5e4f0af81b993e440f4da81fd61ccdbd8f06c4a73d041273e,0,1,50.0,0.0
2911,2011-10-13 05:10:54,e0d9719cc71192efb3c799b1e6edb25a3703474d78460001b9ed29cd18b6f67e,0,1,50.0,0.0
2912,2011-10-13 05:10:56,d7c4610675e394172f73aafaa503430561b0eb32e6138b0506beb977a815db71,0,1,50.0,0.0
2913,2011-10-13 05:10:58,ee4754b073107fed216c0a5b1c4a5286d15733c6a1f0a9a9a6def8353094de13,0,1,50.0,0.0
2914,2011-10-13 05:11:01,53b5a0b66a325b0acee3a928e9522344931429064f41033abc8b5a6459bb9a64,0,1,50.0,0.0
2915,2011-10-13 05:10:57,714962cf464d84cdd3c4e95fced2881819aa036ffe2da0947a9ae4abbe8e77b1,0,1,50.0,0.0
2916,2011-10-13 05:11:07,53a0b5eb2e19d736f9ea3692d9654ab678667f4d8dadd3bfa536325ed7f7ba46,0,1,50.0,0.0
2917,2011-10-13 05:11:08,e1783e298e299861e33b3f4c9a1504465fd07f2a2043a5352659033f0f0e741d,0,1,50.0,0.0
2918,2011-10-13 05:11:11,e1605a84c2e422ee208e09938710639680428b4d65516484a8db74eb087015cb,0,1,50.0,0.0
2919,2011-10-13 05:11:12,a1ae3301caea4a94d638cbb54dcc05b796d8481560a1c49c59b3e87bdd3c8b73,0,1,50.0,0.0
2920,2011-10-13 05:11:15,227ce075e34589582004a389fa36bb6512fda596d1afd97ef73d2ac5ae913eed,0,1,50.0,0.0
2921,2011-10-13 05:11:20,c35206f597c09d727957f1f10bf0865d539b915daa0b679863e565f10fed5004,0,1,50.0,0.0
2922,2011-10-13 05:11:22,1f69c27f57338f449561fab48ed1a439669bdc73d578d9d17e381e2e3076362a,0,1,50.0,0.0
2923,2011-10-13 05:11:24,5592026316b56d24980d8ec2554763885c692531108f35a1665a871535c87702,0,1,50.0,0.0
2924,2011-10-13 05:11:26,bb62e59502c16138ee9f93466f2d8159bd3b36f977b455cde139842e6217b83d,0,1,50.0,0.0
2925,2011-10-13 05:11:28,a2d6e80c5c38d31ead090b91cd1dff5958d065f8731951e7892ef938ca58778f,0,1,50.0,0.0
2926,2011-10-13 05:11:31,c2b4b81f93f7c164ffce92d9e40c6636a7dae6552705ecada801bad0106e29b9,0,1,50.0,0.0
2927,2011-10-13 05:11:32,517113cef55cd38104dfe65b9d7607ec231762305972e16e92f0182dadbf3dfa,0,1,50.0,0.0
2928,2011-10-13 05:11:36,c92131b81cfc0b351f277dab7c4b5bc9fd374d381df5c81940d6090b0b5a07c8,0,1,50.0,0.0
2929,2011-10-13 05:11:38,15798c660170d29e2ebc34fc936a2309c36cff626548a3748296b050599dbf21,0,1,50.0,0.0
2930,2011-10-13 05:11:41,13cad2944dd391f23a096615c75685df7dfab7d9b4c235c1ff2674c94b977e31,0,1,50.0,0.0
2931,2011-10-13 05:11:42,d33c5bce108208c10929f00f4fda572bc767d1c5a531b4fa33ca329f9c07cfb0,0,1,50.0,0.0
2932,2011-10-13 05:11:46,e7c6cae6c91c8bfbaa3a702fd0d76a021e8de693d8c06db78a556a5d901115a6,0,1,50.0,0.0
2933,2011-10-13 05:11:49,df7c6d5d54f27814500f2868e573df987f006f646c2e39f659390f57c5205898,0,1,50.0,0.0
2934,2011-10-13 05:11:52,6cd40071b6ad406797df76bfcf713d9d4413319ac70b7072ac4fe66bb0c8d681,0,1,50.0,0.0
2935,2011-10-13 05:11:53,73aa83874ce51a4cbcad7be3b9ed7c1e3e75913e4484da82b9c6877cb99f82ef,0,1,50.0,0.0
2936,2011-10-13 05:11:54,0f21a39e143c450c160ee3d778eb050dd03481aa0f51d5eb5b70e2901a05f4c1,0,1,50.0,0.0
2937,2011-10-13 05:11:56,f4a34e7b87ba06ed931a1167e8d7856e8e6a1fb787aafe37213af3e1535e0bcd,0,1,50.0,0.0
2938,2011-10-13 05:11:59,8cb15e39ca259b4ad6dedd65929dfa62cb06e69f8bc6f2a07b878c2d984fad0f,0,1,50.0,0.0
2939,2011-10-13 05:12:03,aa0ebd5ebb8d810f69da7ebb78e59b9caaa67852cd62a9eeb2a28b14ef60d7cb,0,1,50.0,0.0
2940,2011-10-13 05:12:05,075083c73f668e7ffb3442f92d4cb7388d6879a308b803c344029908eefe144a,0,1,50.0,0.0
2941,2011-10-13 05:12:07,ad15e27445c277215161bf618e3980e350688a5671b1e84a52bee383e50ef5f2,0,1,50.0,0.0
2942,2011-10-13 05:12:08,306b523778e451caf985185072bee17ba4366fa755336a0bacba93354f4ab03a,0,1,50.0,0.0
